,"1 night, 2 adults
₱ 14,634
Price ₱ 14,634
+₱ 4,377 taxes and charges","Breakfast included
Samann Host
Opens in new window
HulhumaleShow on map
8.8
Scored 8.8
Fabulous
427 reviews
Deluxe Double Room (Free Return Airport Transfer)
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 14,634
Price ₱ 14,634
+₱ 4,377 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
427 reviews",Samann Host,Hulhumale,Deluxe Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
₱ 28,705
Price ₱ 28,705
+₱ 76,140 taxes and charges","Breakfast included
Avani+ Fares Maldives Resort
Opens in new window
Baa AtollShow on map
9.5
Scored 9.5
Exceptional
15 reviews
Location 9.8
Premium Ocean View Room
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
₱ 28,705
Price ₱ 28,705
+₱ 76,140 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
15 reviews",Avani+ Fares Maldives Resort,Baa Atoll,Premium Ocean View Room,5 out of 5
,"1 night, 2 adults
₱ 31,238
Price ₱ 31,238
+₱ 9,297 taxes and charges","All-inclusive
OBLU XPERIENCE Ailafushi - All Inclusive with Free Transfers
Opens in new window
Male CityShow on map
9.0
Scored 9.0
Superb
803 reviews
Location 9.4
Ocean View Room
1 extra-large double bed
All-inclusive
1 night, 2 adults
₱ 31,238
Price ₱ 31,238
+₱ 9,297 taxes and charges
See availability","9.0
Scored 9.0
Superb
803 reviews",OBLU XPERIENCE Ailafushi - All Inclusive with Free Transfers,Male City,Ocean View Room,4 out of 5
,"1 night, 2 adults
₱ 7,367
Price ₱ 7,367
+₱ 2,033 taxes and charges","Six in One
Opens in new window
Male CityShow on map
7.2
Scored 7.2
Good
483 reviews
Deluxe Double Room with Balcony & Bath Tub
1 double bed
Free cancellation
1 night, 2 adults
₱ 7,367
Price ₱ 7,367
+₱ 2,033 taxes and charges
See availability","7.2
Scored 7.2
Good
483 reviews",Six in One,Male City,Deluxe Double Room with Balcony & Bath Tub,3 out of 5
,"1 night, 2 adults
₱ 8,443₱ 2,617
Original price ₱ 8,443. Current price ₱ 2,617.
+₱ 1,060 taxes and charges","Sands Inn, Mathiveri
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MathiveriShow on map
8.6
Scored 8.6
Fabulous
54 reviews
Getaway Deal
Deluxe Double Room (Free Picnic Island Trip Per Stay & Snacks Per Stay)
1 large double bed
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 8,443₱ 2,617
Original price ₱ 8,443. Current price ₱ 2,617.
+₱ 1,060 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
54 reviews","Sands Inn, Mathiveri",Mathiveri,Deluxe Double Room (Free Picnic Island Trip Per Stay & Snacks Per Stay),3 out of 5
,"1 night, 2 adults
₱ 87,242₱ 78,518
Original price ₱ 87,242. Current price ₱ 78,518.
+₱ 72,620 taxes and charges","Breakfast included
Intercontinental Maldives Maamunagau Resort with Club benefits - IHG Hotel
Opens in new window
Raa AtollShow on map
9.5
Scored 9.5
Exceptional
79 reviews
One Bedroom Overwater Villa with 50% Off on Seaplane transfers till 30th September 2024 for 2 Adults
1 extra-large double bed
Breakfast & dinner included
Free cancellation
1 night, 2 adults
₱ 87,242₱ 78,518
Original price ₱ 87,242. Current price ₱ 78,518.
+₱ 72,620 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
79 reviews",Intercontinental Maldives Maamunagau Resort with Club benefits - IHG Hotel,Raa Atoll,One Bedroom Overwater Villa with 50% Off on Seaplane transfers till 30th September 2024 for 2 Adults,5 out of 5
,"1 night, 2 adults
₱ 24,098
Price ₱ 24,098
+₱ 57,758 taxes and charges","Breakfast included
Coco Palm Dhuni Kolhu
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ThulhaadhooShow on map
9.2
Scored 9.2
Superb
559 reviews
Location 9.5
Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 87m²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 24,098
Price ₱ 24,098
+₱ 57,758 taxes and charges
See availability","9.2
Scored 9.2
Superb
559 reviews",Coco Palm Dhuni Kolhu,Thulhaadhoo,Beach Villa,4 out of 5
,"1 night, 2 adults
₱ 4,401
Price ₱ 4,401
+₱ 650 taxes and charges","Bougainvillea Inn - Maldives
Opens in new window
FulidhooShow on map
8.5
Scored 8.5
Very good
105 reviews
Double or Twin Room with Garden View
2 single beds
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,401
Price ₱ 4,401
+₱ 650 taxes and charges
See availability","8.5
Scored 8.5
Very good
105 reviews",Bougainvillea Inn - Maldives,Fulidhoo,Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 6,079
Price ₱ 6,079
+₱ 2,015 taxes and charges","Breakfast included
Rushkokaa Beach Villa
Opens in new window
FulidhooShow on map
9.5
Scored 9.5
Exceptional
37 reviews
Location 9.8
Deluxe Double or Twin Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 6,079
Price ₱ 6,079
+₱ 2,015 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
37 reviews",Rushkokaa Beach Villa,Fulidhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 4,559
Price ₱ 4,559
+₱ 1,596 taxes and charges","Breakfast included
Blue World Dharavandhoo
Opens in new window
DharavandhooShow on map
9.5
Scored 9.5
Exceptional
48 reviews
Location 9.3
Double or Twin Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,559
Price ₱ 4,559
+₱ 1,596 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
48 reviews",Blue World Dharavandhoo,Dharavandhoo,Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 5,347
Price ₱ 5,347
+₱ 1,814 taxes and charges","Dhiffushi Inn
Opens in new window
DhiffushiShow on map
8.5
Scored 8.5
Very good
144 reviews
Location 9.3
Standard Double Room
Multiple bed types
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 5,347
Price ₱ 5,347
+₱ 1,814 taxes and charges
See availability","8.5
Scored 8.5
Very good
144 reviews",Dhiffushi Inn,Dhiffushi,Standard Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,435
Price ₱ 4,435
+₱ 1,562 taxes and charges","Breakfast included
Origami Inn Himandhoo
Opens in new window
Himandhoo Show on map
9.3
Scored 9.3
Superb
20 reviews
Location 9.3
Deluxe Premier Double Room
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,435
Price ₱ 4,435
+₱ 1,562 taxes and charges
See availability","9.3
Scored 9.3
Superb
20 reviews",Origami Inn Himandhoo,Himandhoo,Deluxe Premier Double Room,3 out of 5
,"1 night, 2 adults
₱ 16,886₱ 11,820
Original price ₱ 16,886. Current price ₱ 11,820.
+₱ 3,600 taxes and charges","Breakfast included
Hotel Ocean Grand at Hulhumale
Opens in new window
HulhumaleShow on map
8.9
Scored 8.9
Fabulous
496 reviews
Deluxe Double Room (Free Return Airport Transfer)
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 16,886₱ 11,820
Original price ₱ 16,886. Current price ₱ 11,820.
+₱ 3,600 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
496 reviews",Hotel Ocean Grand at Hulhumale,Hulhumale,Deluxe Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
₱ 4,390
Price ₱ 4,390
+₱ 1,549 taxes and charges","Breakfast included
Thoddoo Haisha inn, Maldives
Opens in new window
ThoddooShow on map
9.7
Scored 9.7
Exceptional
187 reviews
Double or Twin Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 4,390
Price ₱ 4,390
+₱ 1,549 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
187 reviews","Thoddoo Haisha inn, Maldives",Thoddoo,Double or Twin Room,4 out of 5
,"1 night, 2 adults
₱ 13,227₱ 7,010
Original price ₱ 13,227. Current price ₱ 7,010.
+₱ 2,273 taxes and charges","Breakfast included
Koimala Beach Ukulhas
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
UkulhasShow on map
9.4
Scored 9.4
Superb
167 reviews
Location 9.8
Double Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 13,227₱ 7,010
Original price ₱ 13,227. Current price ₱ 7,010.
+₱ 2,273 taxes and charges
See availability","9.4
Scored 9.4
Superb
167 reviews",Koimala Beach Ukulhas,Ukulhas,Double Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 161,876₱ 103,600
Original price ₱ 161,876. Current price ₱ 103,600.
+₱ 94,672 taxes and charges","Breakfast included
Milaidhoo Maldives
Opens in new window
Baa AtollShow on map
9.6
Scored 9.6
Exceptional
141 reviews
Location 9.6
Getaway Deal
Water Villa with Private Pool
Private suite
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 161,876₱ 103,600
Original price ₱ 161,876. Current price ₱ 103,600.
+₱ 94,672 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
141 reviews",Milaidhoo Maldives,Baa Atoll,Water Villa with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 64,897
Price ₱ 64,897
+₱ 76,003 taxes and charges","Breakfast included
Fushifaru Maldives
Opens in new window
FushifaruShow on map
9.4
Scored 9.4
Superb
197 reviews
Location 9.6
Beach Villa Sunset (10% off on Sea Plane Transfer for 2 Adults - Minimum 7 Nights Stay)
Entire villa • 1 bedroom • 1 bathroom • 96m²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 6 left at this price on our site
1 night, 2 adults
₱ 64,897
Price ₱ 64,897
+₱ 76,003 taxes and charges
See availability","9.4
Scored 9.4
Superb
197 reviews",Fushifaru Maldives,Fushifaru,Beach Villa Sunset (10% off on Sea Plane Transfer for 2 Adults - Minimum 7 Nights Stay),5 out of 5
,"1 night, 2 adults
₱ 12,946₱ 5,825
Original price ₱ 12,946. Current price ₱ 5,825.
+₱ 1,946 taxes and charges","Breakfast included
Crystal Sands
Opens in new window
MaafushiShow on map
8.2
Scored 8.2
Very good
604 reviews
Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)
1 large double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 12,946₱ 5,825
Original price ₱ 12,946. Current price ₱ 5,825.
+₱ 1,946 taxes and charges
See availability","8.2
Scored 8.2
Very good
604 reviews",Crystal Sands,Maafushi,"Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)",3 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 923 taxes and charges","Breakfast included
Aqua Sunset
Opens in new window
GulhiShow on map
9.0
Scored 9.0
Superb
150 reviews
Location 9.3
Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 923 taxes and charges
See availability","9.0
Scored 9.0
Superb
150 reviews",Aqua Sunset,Gulhi,Double Room,3 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges","Breakfast included
Ithaa Thoddoo Inn
Opens in new window
ThoddooShow on map
8.2
Scored 8.2
Very good
46 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges
See availability","8.2
Scored 8.2
Very good
46 reviews",Ithaa Thoddoo Inn,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,784₱ 3,110
Original price ₱ 4,784. Current price ₱ 3,110.
+₱ 835 taxes and charges","Keyla Inn
Opens in new window
ThulusdhooShow on map
8.2
Scored 8.2
Very good
170 reviews
Standard Double Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 4,784₱ 3,110
Original price ₱ 4,784. Current price ₱ 3,110.
+₱ 835 taxes and charges
See availability","8.2
Scored 8.2
Very good
170 reviews",Keyla Inn,Thulusdhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 811 taxes and charges","Breakfast included
White Sand Himandhoo
Opens in new window
Himandhoo Show on map
8.0
Scored 8.0
Very good
27 reviews
Deluxe Double Room with Sea View
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 811 taxes and charges
See availability","8.0
Scored 8.0
Very good
27 reviews",White Sand Himandhoo,Himandhoo,Deluxe Double Room with Sea View,3 out of 5
,"1 night, 2 adults
₱ 57,343₱ 34,406
Original price ₱ 57,343. Current price ₱ 34,406.
+₱ 42,778 taxes and charges","Breakfast included
Coco Bodu Hithi
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
8.8
Scored 8.8
Fabulous
1,394 reviews
Location 9.4
Island Villa with Private Pool
Entire villa • 1 bedroom • 1 bathroom • 188m²
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
₱ 57,343₱ 34,406
Original price ₱ 57,343. Current price ₱ 34,406.
+₱ 42,778 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
1,394 reviews",Coco Bodu Hithi,North Male Atoll,Island Villa with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 38,529
Price ₱ 38,529
+₱ 64,668 taxes and charges","Dhigali Maldives - A Premium All-Inclusive Resort
Opens in new window
Raa AtollShow on map
9.3
Scored 9.3
Superb
432 reviews
Location 9.4
Beach Bungalow
1 extra-large double bed
1 night, 2 adults
₱ 38,529
Price ₱ 38,529
+₱ 64,668 taxes and charges
See availability","9.3
Scored 9.3
Superb
432 reviews",Dhigali Maldives - A Premium All-Inclusive Resort,Raa Atoll,Beach Bungalow,5 out of 5
,"1 night, 2 adults
₱ 8,335
Price ₱ 8,335
+₱ 2,976 taxes and charges","The Somerset Hotel
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Male CityShow on map
8.0
Scored 8.0
Very good
481 reviews
Superior Double Room
1 double bed
Free cancellation
1 night, 2 adults
₱ 8,335
Price ₱ 8,335
+₱ 2,976 taxes and charges
See availability","8.0
Scored 8.0
Very good
481 reviews",The Somerset Hotel,Male City,Superior Double Room,4 out of 5
,"1 night, 2 adults
₱ 7,880₱ 5,516
Original price ₱ 7,880. Current price ₱ 5,516.
+₱ 1,899 taxes and charges","Summer Vibes Beach Front
Opens in new window
RasduShow on map
9.1
Scored 9.1
Superb
107 reviews
Location 9.6
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,880₱ 5,516
Original price ₱ 7,880. Current price ₱ 5,516.
+₱ 1,899 taxes and charges
See availability","9.1
Scored 9.1
Superb
107 reviews",Summer Vibes Beach Front,Rasdu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 35,854
Price ₱ 35,854
+₱ 65,676 taxes and charges","Breakfast included
Amari Raaya Maldives
Opens in new window
Raa AtollShow on map
8.5
Scored 8.5
Very good
52 reviews
Beach Villa
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 35,854
Price ₱ 35,854
+₱ 65,676 taxes and charges
See availability","8.5
Scored 8.5
Very good
52 reviews",Amari Raaya Maldives,Raa Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 30,957
Price ₱ 30,957
+₱ 19,274 taxes and charges","Breakfast included
SAii Lagoon Maldives, Curio Collection By Hilton
Opens in new window
South Male AtollShow on map
Sustainability certification
9.0
Scored 9.0
Superb
588 reviews
Location 9.4
SKY ROOM - TWIN BED with 15% off on additional food & drinks | Free round-trip transfer for children 11 years & below | Free house reef snorkeling | Free snorkeling equipment, pedal boat, & kayak
1 single bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 30,957
Price ₱ 30,957
+₱ 19,274 taxes and charges
See availability","9.0
Scored 9.0
Superb
588 reviews","SAii Lagoon Maldives, Curio Collection By Hilton",South Male Atoll,"SKY ROOM - TWIN BED with 15% off on additional food & drinks | Free round-trip transfer for children 11 years & below | Free house reef snorkeling | Free snorkeling equipment, pedal boat, & kayak",5 out of 5
,"1 night, 2 adults
₱ 4,053
Price ₱ 4,053
+₱ 1,456 taxes and charges","Jeym Lodge
Opens in new window
ThoddooShow on map
9.3
Scored 9.3
Superb
96 reviews
Double or Twin Room with Balcony
Multiple bed types
1 night, 2 adults
₱ 4,053
Price ₱ 4,053
+₱ 1,456 taxes and charges
See availability","9.3
Scored 9.3
Superb
96 reviews",Jeym Lodge,Thoddoo,Double or Twin Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 93,152
Price ₱ 93,152
+₱ 105,184 taxes and charges","Breakfast included
Raffles Maldives Meradhoo
Opens in new window
Gaafu Alifu AtollShow on map
9.4
Scored 9.4
Superb
52 reviews
Beach Villa with Private Pool
Entire villa • 1 bedroom • 1 bathroom • 220m²
1 extra-large double bed
Breakfast included
Only 7 left at this price on our site
1 night, 2 adults
₱ 93,152
Price ₱ 93,152
+₱ 105,184 taxes and charges
See availability","9.4
Scored 9.4
Superb
52 reviews",Raffles Maldives Meradhoo,Gaafu Alifu Atoll,Beach Villa with Private Pool,5 out of 5
